ID;Type of Car;Visits to Website;Visits to Dealer;HH Rank;Age;Income;Net Worth;Credit Lines;Education;Num Kids;Years in Home;Num People;Home Value
145832;Basic Sedan;1;0;1;66;14;9;1;2;3;15;3;17
145892;Luxury Sedan;0;0;1;51;19;9;1;3;2;8;3;17
145919;Basic Sedan;0;0;1;74;15;6;1;3;0;15;2;9
145958;Pickup Truck;0;0;1;54;5;7;7;1;3;15;3;5
146007;Luxury Sedan;1;0;1;66;14;7;1;3;0;15;3;13
146021;Basic Sedan;1;0;1;63;15;6;3;3;2;15;5;9
146037;Basic Sedan;1;0;1;72;11;4;2;2;1;15;3;7
146078;Luxury Sedan;1;0;1;70;12;9;1;1;0;15;2;7
146113;Luxury Sedan;1;0;1;50;19;9;1;3;2;6;2;14
146178;SUV;1;0;1;47;14;8;3;1;3;6;2;14
146180;Luxury Sedan;1;0;1;84;12;8;1;3;0;12;1;7
146250;Luxury Sedan;1;0;1;71;12;8;1;2;2;15;4;19
146266;Pickup Truck;1;2;1;58;14;2;5;2;3;15;4;4
146310;Luxury Sedan;0;0;1;58;15;6;1;2;1;12;2;8
146339;Luxury Sedan;1;0;1;71;18;9;1;3;1;15;5;13
146391;Luxury Sedan;1;0;1;79;16;9;1;1;1;15;6;16
146396;SUV;1;0;1;43;16;9;2;2;4;9;1;14
146422;Pickup Truck;0;0;1;59;15;7;6;2;0;15;4;13
146466;Luxury Sedan;1;0;1;68;18;9;4;3;0;15;2;11
146494;Pickup Truck;0;0;1;64;14;6;5;3;3;3;2;10
146498;Luxury Sedan;0;0;1;71;13;8;2;1;0;15;3;8
146503;Luxury Sedan;1;0;1;87;19;9;9;2;0;15;2;17
146533;Basic Sedan;1;0;1;65;12;8;2;1;3;12;2;8
146670;Luxury Sedan;1;0;1;63;14;6;4;1;1;15;2;4
146756;Luxury Sedan;1;0;1;75;18;9;1;2;0;11;3;16
146761;SUV;1;0;1;48;15;7;1;1;4;1;3;9
146813;Basic Sedan;1;0;1;65;14;6;4;2;1;15;5;6
146819;Luxury Sedan;1;7;1;68;15;9;1;2;0;15;4;12
146927;Luxury Sedan;1;2;1;70;17;8;1;3;1;15;2;3
146935;SUV;0;0;1;56;14;5;2;3;0;15;3;4
146937;Luxury Sedan;1;0;1;57;14;9;4;4;4;14;3;17
146956;Basic Sedan;1;0;1;66;15;9;1;3;3;3;6;14
146972;Luxury Sedan;0;0;1;65;19;9;2;3;1;15;3;17
147007;Pickup Truck;0;0;1;75;9;2;1;2;3;8;3;5
147027;Basic Sedan;1;0;1;63;11;6;4;1;1;13;3;8
147057;Luxury Sedan;1;0;1;53;19;9;1;1;2;15;3;17
147236;SUV;1;0;2;42;14;7;3;2;5;15;3;4
147251;Basic Sedan;1;0;1;50;14;7;2;2;2;15;3;13
147335;Basic Sedan;1;0;1;76;9;7;5;1;0;15;2;2
147342;Luxury Sedan;0;2;1;77;14;9;1;1;0;15;2;17
147355;SUV;0;0;1;47;18;9;2;1;4;5;2;17
147357;Luxury Sedan;1;0;1;81;15;9;6;2;0;15;2;11
147381;Luxury Sedan;1;7;1;58;19;9;2;1;3;15;5;19
147426;Luxury Sedan;0;1;1;62;15;7;2;1;1;14;5;17
147430;Luxury Sedan;1;0;1;59;16;8;1;1;1;15;6;10
147498;Luxury Sedan;1;0;1;58;14;4;6;2;2;12;2;4
147565;SUV;1;0;1;44;14;5;2;1;1;11;2;4
147580;Basic Sedan;1;0;1;62;8;6;1;1;1;15;4;8
147648;Pickup Truck;1;0;1;54;8;3;6;1;2;11;1;5
147668;Pickup Truck;1;0;1;64;14;6;3;1;1;0;2;8
147671;Basic Sedan;1;0;1;59;14;9;1;3;4;6;1;15
147675;SUV;0;0;1;53;14;7;4;1;3;15;3;7
147699;Luxury Sedan;1;0;1;59;19;9;8;3;1;13;4;18
147790;Basic Sedan;1;0;1;65;12;6;1;2;1;13;3;4
147857;Luxury Sedan;0;0;1;44;17;8;2;1;2;12;2;15
147865;Luxury Sedan;1;0;1;64;15;9;2;1;2;15;2;12
147911;SUV;1;0;1;52;17;9;5;2;3;15;2;15
147952;Basic Sedan;1;0;1;59;14;7;1;1;2;7;3;9
147960;Luxury Sedan;1;0;1;88;19;9;2;1;0;15;1;19
147961;Luxury Sedan;1;0;1;67;15;9;2;1;0;15;4;14
147987;SUV;1;0;1;49;15;8;2;2;6;15;3;13
147996;Basic Sedan;0;0;1;38;14;7;3;2;1;15;3;10
148074;Luxury Sedan;1;0;1;57;7;6;1;2;0;13;1;11
148109;Luxury Sedan;1;0;1;64;15;9;1;1;1;15;2;14
148156;Luxury Sedan;1;0;1;72;18;9;2;3;0;13;3;16
148213;Luxury Sedan;0;0;1;71;13;8;2;2;0;15;1;6
148223;Luxury Sedan;1;0;1;68;15;8;1;1;1;15;2;10
148234;Luxury Sedan;0;0;1;42;19;9;3;3;2;8;2;17
148262;SUV;1;0;1;45;17;7;2;1;8;15;2;11
148276;Basic Sedan;0;0;1;64;19;9;1;3;3;14;4;17
148279;Basic Sedan;1;0;1;61;15;6;1;4;5;15;3;6
148360;Luxury Sedan;1;0;1;68;14;9;4;1;0;15;2;10
148370;Basic Sedan;1;0;1;55;13;5;1;2;2;15;2;8
148383;Luxury Sedan;0;0;1;72;19;9;1;3;3;12;4;19
148402;Luxury Sedan;1;2;1;65;19;9;2;1;1;15;3;19
148446;Luxury Sedan;0;0;1;74;14;7;1;1;0;15;3;5
148454;Pickup Truck;1;0;1;62;7;2;2;2;3;9;3;2
148605;SUV;1;0;1;50;19;9;1;3;4;10;2;17
148615;Basic Sedan;0;0;1;50;8;6;1;2;2;15;4;3
148678;Basic Sedan;1;0;1;52;6;5;4;4;1;15;4;7
148710;Luxury Sedan;1;0;1;65;18;9;1;2;0;15;2;17
148820;Basic Sedan;1;0;1;67;7;6;1;3;1;15;2;7
148868;Basic Sedan;1;0;1;67;15;9;2;2;4;15;4;9
148872;Luxury Sedan;0;0;1;70;14;8;1;1;0;15;3;7
148922;Basic Sedan;1;0;1;75;10;7;2;2;1;15;3;6
148923;SUV;1;0;1;50;19;9;1;1;4;8;3;15
148948;Luxury Sedan;0;0;1;67;15;9;2;1;1;15;3;15
149022;Luxury Sedan;1;0;1;70;15;9;1;1;0;10;2;17
149058;Luxury Sedan;0;0;1;72;17;9;4;3;2;15;3;13
149140;Basic Sedan;1;0;1;61;14;7;2;1;2;15;2;5
149177;SUV;0;0;1;48;17;8;1;1;4;14;2;11
149197;Luxury Sedan;1;0;1;61;17;9;5;2;0;15;2;10
149239;Basic Sedan;1;3;1;60;14;8;1;2;4;15;2;17
149364;Luxury Sedan;0;3;1;55;17;9;2;2;1;8;1;17
149372;Basic Sedan;1;0;1;67;14;7;5;1;2;12;3;11
149386;SUV;0;0;1;54;15;7;3;2;3;15;3;10
149400;Basic Sedan;1;0;1;62;12;3;2;1;1;15;3;9
149408;Basic Sedan;1;0;1;69;19;9;4;3;4;15;4;13
149411;Basic Sedan;1;0;1;63;14;7;1;2;0;11;2;13
149420;Basic Sedan;1;0;1;69;14;7;4;3;4;15;5;5
149457;Luxury Sedan;1;0;1;66;15;8;5;3;1;15;2;14
149476;Basic Sedan;1;0;1;58;19;9;1;2;3;6;2;18
149490;Basic Sedan;1;0;1;62;10;7;1;1;2;15;3;9
149660;Basic Sedan;0;0;1;50;14;2;1;2;2;11;2;6
149666;SUV;1;0;1;43;8;5;1;1;5;11;2;4
149689;Basic Sedan;0;0;1;76;2;2;3;2;5;15;3;3
149711;Basic Sedan;0;0;1;73;15;6;5;1;0;15;1;8
149712;Basic Sedan;1;0;1;65;7;6;2;2;2;10;2;8
149720;SUV;0;0;1;50;15;9;4;1;6;15;2;8
149754;Luxury Sedan;1;0;1;75;15;9;2;2;0;15;2;17
149769;SUV;0;0;1;50;19;9;1;3;3;2;3;19
149774;Basic Sedan;1;0;1;64;7;4;4;2;0;15;3;3
149804;Basic Sedan;1;0;1;66;13;6;2;2;3;14;2;9
149850;Luxury Sedan;1;0;1;79;15;8;1;3;5;14;4;9
149909;Luxury Sedan;0;0;1;61;19;9;1;2;1;9;4;17
150037;Luxury Sedan;0;0;1;67;16;9;3;2;0;15;2;17
150064;Basic Sedan;0;0;1;47;14;2;1;2;2;11;3;7
150108;Basic Sedan;1;0;1;45;14;7;2;3;2;2;3;13
150145;SUV;1;0;1;63;15;6;1;2;0;15;3;8
150165;Luxury Sedan;1;0;1;57;15;7;3;2;2;15;2;8
150169;Basic Sedan;1;0;1;63;16;6;1;1;0;11;2;11
150213;Luxury Sedan;1;0;1;72;14;6;2;4;0;15;2;3
150228;Basic Sedan;1;0;1;51;15;4;5;1;2;15;2;5
150332;SUV;1;0;1;44;15;4;1;2;5;13;3;6
150404;Basic Sedan;1;0;1;75;11;7;1;2;2;15;3;8
150450;Luxury Sedan;1;0;1;73;12;8;3;2;0;11;3;13
150547;SUV;1;0;1;54;18;9;1;2;5;15;5;12
150597;Luxury Sedan;1;0;1;84;11;5;1;1;0;15;2;11
150607;Basic Sedan;1;0;1;72;11;2;1;1;0;15;4;6
150609;Luxury Sedan;1;0;1;57;14;8;2;1;6;15;5;10
150644;Luxury Sedan;1;0;1;74;18;9;1;1;0;15;3;17
150649;Luxury Sedan;1;0;1;77;15;9;6;3;0;15;4;12
150725;SUV;1;0;1;68;12;3;1;2;3;12;6;8
150733;SUV;1;0;1;54;14;4;1;1;4;15;2;5
150740;Basic Sedan;1;0;1;57;15;7;2;2;2;14;1;14
150760;Luxury Sedan;0;0;1;69;15;9;1;1;1;15;4;12
150776;Basic Sedan;1;0;1;57;15;7;1;2;1;13;2;7
150786;Luxury Sedan;1;0;1;77;14;9;2;2;0;15;2;10
150816;SUV;1;1;1;54;15;9;1;2;3;9;1;19
150831;Luxury Sedan;0;0;1;48;19;9;1;3;1;15;2;17
150864;Luxury Sedan;0;0;1;61;17;8;1;3;0;15;3;18
150929;Basic Sedan;1;0;1;80;15;4;1;3;6;15;3;5
150949;Luxury Sedan;1;0;1;90;12;8;1;2;0;9;2;9
150950;Luxury Sedan;1;0;1;62;15;9;1;2;2;15;2;17
150989;Luxury Sedan;1;0;1;45;14;8;1;2;2;13;3;5
151050;Luxury Sedan;0;0;1;53;18;7;2;1;2;13;3;11
151134;Luxury Sedan;0;0;1;72;19;9;1;3;0;13;3;18
151220;Basic Sedan;0;0;1;57;19;9;2;1;4;10;3;17
151271;Luxury Sedan;0;0;1;73;16;9;1;3;0;15;3;13
151281;Luxury Sedan;1;0;1;66;13;6;1;1;4;15;2;3
151284;Luxury Sedan;0;0;1;69;14;9;1;2;0;7;3;13
151294;Pickup Truck;1;0;1;46;11;7;1;1;1;14;4;13
151311;Luxury Sedan;0;0;1;73;18;9;3;3;0;15;2;18
151320;Basic Sedan;0;0;1;54;8;5;1;2;2;8;3;4
151366;SUV;0;0;1;50;18;9;1;2;4;1;2;17
151368;Luxury Sedan;0;0;1;76;17;9;8;3;0;15;2;14
151376;Luxury Sedan;1;1;1;66;14;8;5;1;0;15;2;12
151475;SUV;1;0;1;51;14;7;1;1;1;15;3;12
151539;SUV;1;0;1;44;14;7;1;1;4;9;2;12
151557;Luxury Sedan;1;0;1;61;13;6;4;2;3;15;4;9
151570;Luxury Sedan;1;0;1;55;16;8;1;3;2;15;4;11
151578;SUV;1;0;1;39;17;8;1;2;5;9;2;13
151582;Pickup Truck;1;0;1;82;14;7;2;3;0;15;2;7
151585;SUV;1;0;1;63;12;3;1;1;2;10;4;11
151637;Luxury Sedan;1;0;1;76;13;9;1;1;0;15;2;14
151698;Luxury Sedan;1;0;1;61;14;7;3;1;1;15;3;8
151743;Luxury Sedan;0;0;1;61;16;8;1;3;1;15;4;11
151793;Luxury Sedan;0;0;1;75;14;8;1;2;1;15;3;11
151794;Luxury Sedan;1;0;1;56;14;9;5;2;4;15;4;12
151910;Basic Sedan;1;0;1;62;9;2;2;1;1;15;3;5
151934;SUV;1;0;1;53;17;8;1;3;4;15;5;13
151983;Basic Sedan;0;0;1;67;6;6;2;2;1;15;3;6
151991;Luxury Sedan;1;0;1;42;19;9;2;2;0;10;2;19
152071;Basic Sedan;1;0;2;70;6;7;1;3;0;15;3;14
152085;Luxury Sedan;0;0;1;78;19;9;3;1;0;15;2;18
152092;Luxury Sedan;1;1;1;67;18;9;2;2;1;15;3;15
152139;Luxury Sedan;0;0;1;65;14;6;1;1;0;1;2;8
152191;Basic Sedan;0;0;1;44;15;5;1;2;1;11;2;5
152214;Luxury Sedan;1;0;1;70;17;9;2;2;0;15;2;10
152277;Basic Sedan;1;0;1;51;13;6;2;1;1;9;4;8
152299;Luxury Sedan;0;1;1;47;19;9;2;2;1;2;2;19
152340;Basic Sedan;0;0;1;78;14;6;1;2;2;15;2;5
152347;SUV;1;0;1;52;16;9;1;1;3;15;1;14
152367;Luxury Sedan;0;0;1;66;14;8;2;3;6;15;3;4
152368;Basic Sedan;1;0;1;74;14;7;1;1;2;15;3;5
152418;Luxury Sedan;1;0;1;73;15;7;4;1;0;15;2;8
152443;Basic Sedan;0;0;1;62;7;5;1;2;4;15;4;2
152527;Luxury Sedan;1;0;1;48;18;8;1;3;2;14;1;13
152529;Basic Sedan;1;0;1;80;3;6;3;1;2;15;3;6
152551;Basic Sedan;1;0;1;75;8;6;3;1;1;15;4;5
152558;SUV;1;0;1;41;17;7;1;2;4;11;2;6
152607;Luxury Sedan;1;0;1;57;18;9;2;2;1;15;5;17
152629;Basic Sedan;1;0;1;82;7;6;5;1;0;15;1;1
152638;SUV;1;0;1;50;15;8;5;3;5;15;2;13
152653;Basic Sedan;1;0;1;60;15;8;3;2;3;15;3;8
152710;SUV;1;0;1;59;14;7;1;2;1;15;3;7
152806;Luxury Sedan;0;0;1;66;19;9;1;4;1;15;3;16
152823;SUV;1;0;1;45;13;7;1;1;3;15;1;15
152829;SUV;1;0;1;52;18;8;1;2;4;15;2;17
152905;Luxury Sedan;1;0;1;49;15;8;1;2;2;15;1;17
152937;Luxury Sedan;0;1;1;63;13;4;5;1;6;15;3;6
152979;Basic Sedan;0;0;1;62;12;5;3;1;2;15;4;8
152990;SUV;1;0;1;48;10;2;2;1;4;15;2;5
153034;Basic Sedan;1;0;1;36;12;1;1;2;2;12;1;7
153035;Luxury Sedan;0;0;1;55;18;9;2;3;2;15;3;16
153044;Luxury Sedan;1;0;1;72;14;8;4;1;1;15;3;8
153046;SUV;1;1;1;46;19;9;1;1;6;13;3;19
153050;Luxury Sedan;1;0;1;66;19;9;7;2;2;7;4;17
153080;Luxury Sedan;0;0;1;63;15;8;2;1;1;15;3;7
153144;Luxury Sedan;1;0;1;70;14;8;1;3;0;15;2;10
153145;Luxury Sedan;1;2;1;75;15;9;6;2;1;15;2;7
153252;Luxury Sedan;1;0;1;51;18;8;1;3;1;15;2;12
153315;SUV;1;0;1;43;15;7;3;1;4;15;2;6
153323;SUV;1;0;1;44;17;8;1;2;5;7;2;12
153331;Basic Sedan;1;0;1;45;13;2;1;1;1;7;4;7
153334;Luxury Sedan;1;0;1;49;19;8;7;3;2;12;2;9
153376;Luxury Sedan;1;0;1;61;19;9;3;4;2;0;3;11
153390;SUV;0;0;1;38;18;9;1;1;5;6;2;14
153460;Basic Sedan;1;0;1;69;13;7;3;1;1;15;4;6
153510;Luxury Sedan;1;0;1;73;12;8;1;1;1;15;3;9
153533;Luxury Sedan;1;0;1;72;18;9;2;3;0;10;3;10
153570;SUV;0;0;1;48;15;7;1;3;4;3;2;11
153646;SUV;0;0;1;43;19;9;1;2;3;3;2;18
153700;Luxury Sedan;1;0;1;57;17;9;2;1;2;15;1;11
153730;Luxury Sedan;0;0;1;84;15;8;5;2;0;8;3;6
153764;SUV;1;0;1;52;15;7;2;2;4;15;2;10
153805;Luxury Sedan;1;0;1;55;19;9;2;2;1;15;2;17
153811;Basic Sedan;1;0;1;62;12;7;1;3;1;15;2;8
153891;Luxury Sedan;1;0;1;60;17;8;2;1;2;15;3;18
153894;Basic Sedan;1;0;1;45;7;6;1;1;2;15;2;7
153914;Luxury Sedan;1;0;1;68;19;9;4;1;1;15;4;17
154035;Luxury Sedan;1;0;1;58;15;9;4;1;0;15;4;17
154038;SUV;1;0;1;48;15;6;1;1;3;12;2;11
154210;Luxury Sedan;1;0;1;47;19;9;1;3;0;4;2;18
154227;SUV;1;0;1;53;14;2;1;1;4;15;4;4
154270;Luxury Sedan;1;0;1;75;18;9;2;2;0;15;2;12
154438;Pickup Truck;0;0;1;56;14;4;1;1;1;15;4;3
154471;Basic Sedan;1;0;1;65;10;6;3;1;2;15;4;5
154533;Luxury Sedan;1;0;1;54;14;8;4;2;0;15;2;18
154552;Basic Sedan;0;0;1;38;15;7;4;2;2;15;3;5
154582;Pickup Truck;1;0;1;37;15;6;1;1;1;3;2;8
154624;Luxury Sedan;1;0;1;58;18;9;1;2;0;15;4;15
154711;Luxury Sedan;0;0;1;46;17;9;1;2;1;7;1;17
154716;Luxury Sedan;1;0;1;70;16;9;1;2;0;10;1;17
154717;Luxury Sedan;1;0;1;71;19;9;1;2;0;15;2;19
154739;SUV;0;0;1;49;19;9;1;1;4;2;2;17
154789;Luxury Sedan;1;0;1;81;18;9;2;3;0;15;2;4
154807;Luxury Sedan;0;0;1;83;15;9;3;3;0;15;2;18
154811;Luxury Sedan;1;0;1;79;17;9;2;3;0;15;3;11
154863;Luxury Sedan;1;0;1;77;15;9;5;2;0;15;3;15
154921;Basic Sedan;0;0;1;75;14;5;3;3;4;15;3;10
154934;Pickup Truck;0;0;1;57;17;8;6;2;3;15;3;7
154999;Luxury Sedan;1;0;1;69;14;9;6;1;0;14;2;11
155005;SUV;1;5;1;42;16;5;1;2;2;14;2;8
155007;Luxury Sedan;0;0;1;67;15;8;5;3;1;4;4;11
155050;SUV;1;0;1;60;18;7;1;2;1;15;4;14
155082;Luxury Sedan;1;0;1;73;19;9;4;2;1;15;4;15
155118;Basic Sedan;1;0;1;76;8;6;1;1;0;15;2;4
155163;Basic Sedan;0;0;1;51;13;7;2;2;1;7;2;5
155200;Luxury Sedan;1;0;1;75;9;8;3;1;0;15;2;10
155225;Basic Sedan;1;0;1;70;13;6;1;2;1;15;3;2
155233;Basic Sedan;1;0;1;47;7;7;1;1;0;9;2;10
155249;Luxury Sedan;0;0;1;66;16;9;1;1;2;15;3;14
155291;Luxury Sedan;1;0;1;71;15;8;1;3;0;15;2;9
155392;Luxury Sedan;1;0;1;69;16;8;2;3;0;1;2;17
155399;SUV;1;0;1;48;14;6;1;1;4;15;2;6
155407;SUV;1;0;1;44;9;7;2;2;4;14;2;10
155426;Basic Sedan;0;0;1;71;11;6;1;1;0;15;2;2
155475;Luxury Sedan;0;0;1;59;19;9;5;2;1;6;3;19
155518;Luxury Sedan;1;0;1;62;19;9;3;1;2;15;4;15
155537;Luxury Sedan;1;0;1;65;18;9;1;3;1;2;3;14
155573;Basic Sedan;1;0;1;48;15;6;1;3;2;15;3;10
155583;SUV;1;0;1;54;17;9;2;2;5;15;3;13
155632;Basic Sedan;1;0;1;71;2;2;1;1;2;15;3;5
155653;Basic Sedan;1;0;1;62;15;8;1;2;3;15;3;18
155658;Luxury Sedan;0;0;1;62;15;5;2;3;1;15;4;10
155660;Basic Sedan;0;0;2;71;10;7;1;1;2;15;6;9
155662;SUV;1;0;1;48;14;5;1;2;3;12;2;7
155695;Luxury Sedan;1;0;1;72;11;8;1;1;2;15;5;14
155697;Luxury Sedan;1;0;1;73;16;9;7;3;1;15;3;16
155760;Luxury Sedan;1;0;1;58;15;9;2;1;2;8;6;19
155767;Luxury Sedan;1;0;1;77;15;9;4;1;0;4;2;12
155807;Basic Sedan;1;0;1;70;12;8;6;2;5;15;3;7
155840;SUV;0;0;1;48;15;7;1;2;3;10;2;8
155870;SUV;1;0;1;67;9;2;1;1;0;7;2;10
155899;Basic Sedan;1;0;1;54;14;6;1;3;2;15;5;8
155905;Luxury Sedan;1;0;1;58;19;9;4;2;1;15;4;16
155926;Luxury Sedan;0;0;1;49;18;8;1;2;2;8;2;12
155954;Pickup Truck;1;0;1;59;15;7;1;2;0;15;4;8
155984;Basic Sedan;1;0;1;74;9;6;3;2;0;15;2;13
155993;Pickup Truck;0;0;1;51;14;5;6;1;2;9;4;4
156014;Pickup Truck;1;0;1;79;19;9;3;2;3;13;4;18
156034;Basic Sedan;0;0;1;79;1;6;2;1;0;15;1;3
156103;Basic Sedan;1;0;1;72;10;2;3;1;2;15;3;5
156169;Basic Sedan;1;0;1;63;16;8;7;4;3;14;5;12
156182;Luxury Sedan;1;0;1;58;19;9;4;2;1;15;2;19
156209;Luxury Sedan;1;0;1;76;15;9;5;2;1;15;4;16
156230;SUV;1;0;1;39;18;7;1;1;3;10;2;4
156237;Luxury Sedan;0;0;1;55;19;9;1;2;4;15;4;17
156259;SUV;1;0;1;50;18;9;1;2;4;12;2;17
156295;Luxury Sedan;1;0;1;66;14;8;1;1;2;15;2;10
156328;Luxury Sedan;0;0;1;59;19;9;4;1;1;15;3;17
156337;Basic Sedan;1;0;1;63;15;7;1;1;0;15;2;9
156354;Luxury Sedan;1;0;1;65;15;8;1;1;0;11;3;13
156361;SUV;1;0;1;52;8;7;1;2;3;10;1;4
156375;Luxury Sedan;0;0;1;70;14;7;1;1;1;15;3;5
156402;Luxury Sedan;0;0;1;51;18;9;1;2;1;15;2;17
156408;Basic Sedan;1;0;1;71;16;9;1;1;3;15;2;15
156421;Luxury Sedan;1;0;1;55;18;9;2;3;1;15;4;17
156462;Luxury Sedan;0;0;1;69;11;8;4;1;1;15;2;5
156535;Luxury Sedan;1;0;1;73;14;9;2;2;0;15;2;17
156692;Basic Sedan;1;0;1;65;13;5;3;1;1;15;3;5
156741;Luxury Sedan;0;0;1;72;19;9;1;1;1;15;3;19
156807;Luxury Sedan;1;0;1;78;15;9;1;2;0;15;3;10
156822;Luxury Sedan;1;0;1;65;18;7;1;2;1;12;3;14
156845;Luxury Sedan;1;0;1;54;14;9;1;2;1;15;4;17
156975;Luxury Sedan;1;0;1;60;14;5;4;1;1;15;2;5
157067;Basic Sedan;1;0;1;61;15;6;8;3;1;7;3;8
157069;Luxury Sedan;1;0;1;75;16;9;7;3;0;15;3;19
157179;SUV;1;0;1;43;14;5;7;1;3;12;2;7
157198;Pickup Truck;1;0;1;68;17;9;3;2;3;15;5;14
157208;Basic Sedan;0;0;1;79;2;4;1;1;0;15;4;7
157247;Basic Sedan;1;0;1;65;7;7;6;2;4;15;3;17
157252;Luxury Sedan;1;0;1;68;15;8;3;2;1;15;1;4
157275;Basic Sedan;0;3;1;60;6;3;4;3;1;15;5;8
157294;Pickup Truck;1;0;1;58;15;6;2;2;1;15;2;11
157352;Basic Sedan;1;0;1;71;11;2;2;1;3;15;3;5
157363;Basic Sedan;1;0;1;70;13;7;2;2;0;14;3;12
157364;Luxury Sedan;1;0;2;82;14;8;1;3;0;15;3;7
157396;Luxury Sedan;1;0;1;78;15;8;2;2;1;7;2;5
157412;Basic Sedan;1;0;1;55;14;4;1;1;2;15;4;4
157419;Luxury Sedan;1;0;1;66;14;7;5;1;1;15;3;9
157431;Luxury Sedan;1;0;1;55;19;9;3;2;5;15;5;17
157493;SUV;1;0;1;46;14;7;2;1;4;11;2;9
157505;Luxury Sedan;1;0;1;63;14;9;4;2;1;15;1;7
157537;Basic Sedan;1;0;1;68;15;7;1;3;1;7;3;5
157557;Luxury Sedan;1;0;1;63;15;9;1;1;2;15;3;9
157575;Luxury Sedan;1;0;1;68;11;5;5;1;3;15;5;5
157577;SUV;1;0;1;47;19;9;1;2;3;0;2;19
157589;SUV;1;0;1;52;19;8;3;2;4;15;2;11
157674;Basic Sedan;1;0;1;70;13;5;1;1;1;15;2;6
157686;SUV;1;0;1;45;19;9;1;1;4;6;2;18
157689;Luxury Sedan;1;0;1;49;19;8;1;1;2;15;1;8
157722;Luxury Sedan;1;0;1;65;13;8;1;2;2;15;4;14
157769;Luxury Sedan;0;0;1;57;18;9;6;1;2;15;2;14
157848;Luxury Sedan;0;0;1;59;17;9;3;2;1;15;4;18
157905;Luxury Sedan;1;0;1;60;14;4;2;3;4;15;4;6
157913;Pickup Truck;1;0;1;55;15;7;1;1;1;15;2;12
157934;Luxury Sedan;0;0;1;81;13;8;6;2;0;15;2;3
157941;Basic Sedan;1;0;1;78;13;7;1;2;0;3;3;6
157967;Basic Sedan;0;0;1;69;8;5;1;1;2;15;5;5
157972;Luxury Sedan;1;3;1;71;18;9;2;3;0;13;2;16
157983;SUV;1;0;1;40;17;9;2;2;4;1;3;17
157989;SUV;0;0;1;49;14;4;1;3;5;15;2;6
158086;Pickup Truck;1;0;1;50;14;7;2;1;2;11;2;12
158143;Luxury Sedan;1;0;1;73;15;9;6;1;0;15;2;12
158177;SUV;1;0;1;49;14;7;2;2;3;15;3;9
158207;SUV;1;0;1;46;13;6;1;1;4;15;2;7
158282;Luxury Sedan;1;0;1;72;19;9;2;2;0;15;3;16
158304;Luxury Sedan;0;0;1;70;17;9;1;2;1;15;3;14
158334;Luxury Sedan;0;0;1;55;11;1;2;1;3;1;5;4
158374;Basic Sedan;1;0;1;57;7;2;1;4;2;15;3;5
158431;Luxury Sedan;1;0;1;52;15;9;1;3;0;15;1;16
158444;Basic Sedan;0;0;1;74;15;7;1;1;3;15;3;8
158450;SUV;1;0;1;46;14;7;2;2;3;3;3;12
158458;Pickup Truck;0;6;1;61;17;9;7;1;3;15;6;13
158478;SUV;1;0;1;51;13;8;1;4;3;13;3;9
158513;Basic Sedan;1;0;1;76;9;4;1;1;2;15;3;5
158579;Luxury Sedan;1;0;1;49;16;9;1;1;2;13;2;18
158607;Luxury Sedan;0;0;1;60;15;4;5;1;5;15;4;6
158618;Luxury Sedan;1;0;1;48;15;9;7;3;2;13;3;14
158635;SUV;0;0;1;49;19;9;1;2;3;12;2;17
158644;Basic Sedan;1;0;1;63;15;7;1;2;1;15;5;8
158656;Luxury Sedan;1;0;1;61;19;9;1;3;2;15;4;17
158663;Basic Sedan;1;0;1;55;7;2;1;3;6;10;2;3
158730;Luxury Sedan;1;0;1;65;14;7;6;3;3;15;3;4
158763;Luxury Sedan;0;0;1;67;15;6;3;2;3;14;4;8
158791;Basic Sedan;1;0;1;79;18;8;1;1;3;15;4;17
158808;Luxury Sedan;1;0;1;69;15;9;1;3;0;15;3;7
158875;SUV;1;0;1;50;19;9;1;1;3;15;2;16
158902;Luxury Sedan;1;0;1;70;14;9;1;3;0;15;1;13
158928;Basic Sedan;1;0;1;62;14;7;1;1;1;15;3;7
158937;Luxury Sedan;1;0;1;63;14;8;2;2;1;15;4;9
158960;Basic Sedan;1;0;1;77;6;7;3;3;0;15;2;4
158966;Luxury Sedan;1;0;1;71;16;9;5;2;0;15;4;17
158976;Luxury Sedan;1;0;1;60;15;9;1;1;1;15;3;10
158985;Luxury Sedan;1;0;1;61;15;9;4;2;0;15;4;17
159005;SUV;1;0;1;54;17;7;1;2;2;12;4;7
159018;Luxury Sedan;1;0;1;84;15;7;1;2;0;15;2;8
159047;Basic Sedan;1;0;1;49;13;2;1;1;2;15;3;8
159053;Luxury Sedan;1;0;1;71;18;9;6;2;0;8;4;15
159073;Luxury Sedan;1;0;1;49;19;8;3;2;1;12;2;14
159196;Luxury Sedan;1;0;1;78;12;8;1;1;0;15;2;5
159245;SUV;0;0;1;64;4;6;1;1;1;15;4;10
159287;SUV;1;0;1;51;14;6;1;1;3;15;2;14
159469;Luxury Sedan;1;1;1;75;18;9;2;3;1;14;3;17
159504;Luxury Sedan;0;0;1;66;16;8;2;2;2;13;3;11
159537;Luxury Sedan;1;0;1;67;15;9;4;1;0;15;2;12
159542;Pickup Truck;0;0;1;59;15;8;1;2;3;6;2;9
159609;Basic Sedan;1;0;1;73;13;7;1;2;0;15;3;6
